#	선수명	팀명	타석	타율	BABIP	볼넷%	삼진%	볼/삼	ISO	타수/홈런	OPS	RC	RC/27	wRC	SPD	wSB	wOBA	wRAA	WAR
147	윤수강	NC	4	0.250	0.333	0.0	25.0	0.00	0.000	-	0.500	0.00	0.00	0.11	-11.52	0.00	0.228	-0.36	-0.02
148	김사훈	롯데	1	0.000	0.000	0.0	0.0	-	0.000	-	0.000	0.00	0.00	-0.17	-	0.00	0.000	-0.29	-0.02
149	김진곤	KT	34	0.267	0.364	5.9	23.5	0.25	0.066	-	0.646	2.80	3.02	2.99	3.49	-0.29	0.296	-1.01	-0.03
150	채태인	롯데	182	0.251	0.311	6.0	24.7	0.24	0.156	33.40	0.709	19.89	4.07	18.50	0.77	0.06	0.311	-2.92	-0.03
151	서상우	LG	24	0.238	0.385	12.5	33.3	0.38	0.048	-	0.619	1.98	3.14	2.17	-0.01	0.01	0.299	-0.65	-0.03
152	이범호	KIA	31	0.231	0.208	9.7	9.7	1.00	0.154	26.00	0.675	3.12	3.66	2.70	0.00	0.01	0.295	-0.95	-0.03
153	주효상	Hero	30	0.207	0.273	3.3	23.3	0.14	0.138	-	0.578	2.39	2.81	1.64	8.50	0.01	0.258	-1.89	-0.03
154	안치영	KT	7	0.167	0.250	0.0	28.6	0.00	0.000	-	0.453	0.36	1.94	0.28	-	0.00	0.242	-0.54	-0.03
155	채현우	SK	1	0.000	-	0.0	100.0	0.00	0.000	-	0.000	-1.56	-21.06	-0.17	-	0.07	0.000	-0.29	-0.03
156	김주형	Hero	1	0.000	0.000	0.0	0.0	-	0.000	-	0.000	0.00	0.00	-0.17	-	0.00	0.000	-0.29	-0.03
157	박민석	KT	1	0.000	0.000	0.0	0.0	-	0.000	-	0.000	0.00	0.00	-0.17	-	0.00	0.000	-0.29	-0.03
158	오준혁	SK	1	0.000	-	0.0	100.0	0.00	0.000	-	0.000	0.00	0.00	-0.17	-	0.00	0.000	-0.29	-0.03
159	박유연	두산	1	0.000	-	0.0	100.0	0.00	0.000	-	0.000	0.00	0.00	-0.17	-	0.00	0.000	-0.29	-0.03
160	박상언	한화	1	0.000	-	0.0	100.0	0.00	0.000	-	0.000	0.00	0.00	-0.17	-	0.00	0.000	-0.29	-0.03
161	문경찬(타	KIA	1	0.000	-	0.0	100.0	0.00	0.000	-	0.000	0.00	0.00	-0.17	-	0.00	0.000	-0.29	-0.03
162	추재현	Hero	1	0.000	0.000	0.0	0.0	-	0.000	-	0.000	0.00	0.00	-0.17	-	0.00	0.000	-0.29	-0.03
163	김재윤(타	KT	1	0.000	0.000	0.0	0.0	-	0.000	-	0.000	0.00	0.00	-0.17	-	0.00	0.000	-0.29	-0.03
164	정성종(타	롯데	1	0.000	0.000	0.0	0.0	-	0.000	-	0.000	0.00	0.00	-0.17	-	0.00	0.000	-0.29	-0.03
165	양우현	삼성	1	0.000	0.000	0.0	0.0	-	0.000	-	0.000	0.00	0.00	-0.17	-	0.00	0.000	-0.29	-0.03
166	김성민	SK	4	0.250	1.000	0.0	75.0	0.00	0.000	-	0.500	0.25	2.25	0.11	1.81	0.00	0.228	-0.36	-0.04
167	김응민	삼성	13	0.231	0.429	0.0	46.2	0.00	0.077	-	0.539	0.62	1.52	0.45	-3.90	0.00	0.235	-1.08	-0.04
168	이인행	KIA	20	0.188	0.300	10.0	30.0	0.33	0.062	-	0.566	1.33	2.39	1.52	-0.94	0.01	0.282	-0.83	-0.04
169	김은성	Hero	10	0.125	0.167	20.0	20.0	1.00	0.000	-	0.425	0.30	1.01	0.42	-3.19	0.00	0.244	-0.76	-0.04
170	황진수	롯데	4	0.000	0.000	25.0	50.0	0.50	0.000	-	0.250	0.07	0.63	-0.02	6.81	0.00	0.190	-0.49	-0.04
171	김준완	NC	19	0.250	0.267	10.5	10.5	1.00	0.000	-	0.566	1.67	3.47	1.28	1.81	0.01	0.272	-0.96	-0.05
172	이대형	KT	19	0.143	0.200	21.0	26.3	0.80	0.071	-	0.530	1.52	3.16	1.29	3.48	0.01	0.273	-0.94	-0.05
173	김재현	삼성	2	0.000	0.000	0.0	50.0	0.00	0.000	-	0.000	0.00	0.00	-0.35	-	0.00	0.000	-0.58	-0.05
174	김창혁	한화	2	0.000	0.000	0.0	50.0	0.00	0.000	-	0.000	0.00	0.00	-0.35	-	0.00	0.000	-0.58	-0.05
175	이찬건	롯데	2	0.000	-	0.0	100.0	0.00	0.000	-	0.000	0.00	0.00	-0.35	-	0.00	0.000	-0.58	-0.05
176	최정용	KIA	21	0.286	0.545	0.0	47.6	0.00	0.000	-	0.572	1.71	3.08	1.20	5.15	0.01	0.261	-1.27	-0.06
177	정준혁	롯데	11	0.273	0.600	0.0	54.6	0.00	0.000	-	0.546	0.82	2.77	0.51	3.48	0.00	0.249	-0.78	-0.06
178	유재신	KIA	59	0.255	0.325	10.2	20.3	0.50	0.078	-	0.661	5.55	3.41	5.91	10.00	-0.68	0.310	-1.04	-0.06
179	강진성	NC	104	0.247	0.293	2.9	19.2	0.15	0.124	48.50	0.669	8.97	3.03	9.89	3.39	-0.08	0.304	-2.35	-0.06
180	김종민	한화	21	0.200	0.250	0.0	33.3	0.00	0.150	20.00	0.550	1.07	1.60	0.73	0.15	0.00	0.236	-1.75	-0.06
181	박준혁	한화	2	0.000	0.000	0.0	50.0	0.00	0.000	-	0.000	0.00	0.00	-0.35	-	0.00	0.000	-0.58	-0.06
182	김철호	NC	2	0.000	0.000	0.0	0.0	-	0.000	-	0.000	0.00	0.00	-0.35	-	0.00	0.000	-0.58	-0.06
183	송승환	두산	2	0.000	0.000	0.0	50.0	0.00	0.000	-	0.000	0.00	0.00	-0.35	-	0.00	0.000	-0.58	-0.06
184	이현동	삼성	2	0.000	0.000	0.0	50.0	0.00	0.000	-	0.000	0.00	0.00	-0.35	-	0.00	0.000	-0.58	-0.06
185	최민재	SK	2	0.000	0.000	0.0	0.0	-	0.000	-	0.000	0.00	0.00	-0.35	-	0.00	0.000	-0.58	-0.06
186	김회성	한화	117	0.231	0.269	9.4	20.5	0.46	0.125	34.67	0.658	11.87	3.82	10.68	3.14	-0.07	0.300	-3.09	-0.07
187	변우혁	한화	61	0.226	0.314	11.5	27.9	0.41	0.076	53.00	0.630	5.04	3.09	5.72	0.15	0.03	0.302	-1.46	-0.07
188	박정권	SK	37	0.188	0.250	13.5	29.7	0.46	0.125	32.00	0.610	3.36	3.49	3.01	3.81	0.01	0.288	-1.35	-0.07
189	정병곤	두산	31	0.185	0.217	6.4	12.9	0.50	0.037	-	0.512	1.59	1.79	1.67	4.34	0.01	0.257	-1.98	-0.08
190	문선재	KIA	61	0.163	0.167	14.8	29.5	0.50	0.184	16.33	0.642	6.13	3.76	5.43	4.92	-0.09	0.297	-1.75	-0.08
191	서예일	두산	3	0.000	0.000	0.0	0.0	-	0.000	-	0.000	0.00	0.00	-0.52	-	0.00	0.000	-0.88	-0.08
192	윤해진	KIA	3	0.000	0.000	0.0	33.3	0.00	0.000	-	0.000	0.00	0.00	-0.52	-	0.00	0.000	-0.88	-0.08
193	이현석	SK	3	0.000	0.000	0.0	0.0	-	0.000	-	0.000	0.00	0.00	-0.52	-	0.00	0.000	-0.88	-0.08
194	최준우	SK	36	0.212	0.233	8.3	8.3	1.00	0.061	-	0.551	2.17	2.09	1.99	0.65	0.01	0.259	-2.25	-0.10
195	류형우	LG	12	0.182	0.250	8.3	25.0	0.33	0.000	-	0.432	0.38	1.03	0.20	0.15	0.00	0.216	-1.21	-0.10
196	나경민	롯데	49	0.200	0.273	6.1	24.5	0.25	0.089	-	0.554	4.00	3.00	3.01	14.15	0.38	0.266	-2.76	-0.11
197	황대인	KIA	28	0.200	0.294	3.6	28.6	0.12	0.080	-	0.566	2.22	3.00	1.80	1.81	0.01	0.269	-1.50	-0.11
198	김병희	KT	7	0.143	0.200	0.0	28.6	0.00	0.000	-	0.286	0.14	0.63	-0.41	1.81	0.00	0.130	-1.23	-0.11
199	정현	KT	11	0.100	0.143	9.1	27.3	0.33	0.000	-	0.282	0.11	0.30	-0.43	-3.90	0.00	0.152	-1.73	-0.11
200	김규민	Hero	250	0.248	0.340	8.8	27.2	0.32	0.085	74.00	0.657	24.30	3.71	24.44	4.23	-1.45	0.307	-4.99	-0.12
201	전준호	LG	5	0.000	0.000	0.0	20.0	0.00	0.000	-	0.000	0.00	0.00	-0.87	-	0.00	0.000	-1.46	-0.12
202	유영준	NC	4	0.000	0.000	0.0	25.0	0.00	0.000	-	0.000	0.00	0.00	-0.70	-	0.00	0.000	-1.17	-0.12
203	박용택	LG	215	0.282	0.325	8.4	14.0	0.60	0.062	195.00	0.684	23.87	4.41	22.30	3.54	0.16	0.314	-3.01	-0.13
204	박찬도	삼성	34	0.281	0.409	5.9	29.4	0.20	0.032	-	0.637	3.02	3.40	2.57	7.55	-0.47	0.282	-1.43	-0.13
205	송준석	삼성	56	0.235	0.297	3.6	25.0	0.14	0.118	51.00	0.626	4.28	2.63	4.04	0.56	0.02	0.278	-2.56	-0.13
206	남태혁	SK	24	0.227	0.263	8.3	12.5	0.67	0.000	-	0.519	0.92	1.24	1.22	-3.79	0.01	0.254	-1.61	-0.13
207	홍재호	KIA	20	0.211	0.286	5.0	25.0	0.20	0.000	-	0.461	0.85	1.43	0.43	0.96	0.01	0.221	-1.93	-0.13
208	박정음	Hero	88	0.197	0.350	12.5	35.2	0.36	0.057	-	0.599	7.04	2.97	8.50	8.67	-1.26	0.306	-1.85	-0.13
209	이병규	롯데	22	0.158	0.250	9.1	31.8	0.29	0.105	-	0.536	1.31	2.08	1.21	-0.27	0.01	0.258	-1.38	-0.13
210	이창열	한화	16	0.154	0.250	6.2	31.2	0.20	0.000	-	0.421	0.57	1.18	0.40	4.31	0.01	0.225	-1.48	-0.13
211	최승준	SK	24	0.227	0.417	8.3	41.7	0.20	0.000	-	0.519	1.38	2.07	1.22	-0.09	0.01	0.254	-1.61	-0.14
212	국해성	두산	41	0.171	0.273	12.2	31.7	0.38	0.086	-	0.550	2.32	1.96	2.63	-2.64	0.01	0.269	-2.19	-0.14
213	박헌욱	NC	9	0.111	0.250	0.0	55.6	0.00	0.111	-	0.333	0.00	0.00	-0.47	-	0.00	0.137	-1.53	-0.14
214	최정민	KIA	5	0.000	0.000	0.0	40.0	0.00	0.000	-	0.000	0.00	0.00	-0.87	-	0.00	0.000	-1.46	-0.14
215	김민식	KIA	116	0.167	0.232	12.9	25.0	0.52	0.021	-	0.481	7.22	2.35	5.52	3.51	0.42	0.250	-8.14	-0.15
216	해즐베이커	KIA	46	0.146	0.190	8.7	39.1	0.22	0.195	20.50	0.580	3.44	2.58	2.68	5.55	-0.29	0.262	-2.74	-0.15
217	임지열	Hero	18	0.133	0.250	5.6	38.9	0.14	0.067	-	0.435	0.67	1.21	0.33	-3.19	0.00	0.217	-1.79	-0.15
218	오영수	NC	8	0.125	0.250	0.0	50.0	0.00	0.000	-	0.250	0.13	0.50	-0.58	1.81	0.00	0.114	-1.53	-0.15
219	전민수	LG	106	0.240	0.295	8.5	17.0	0.50	0.073	-	0.618	8.63	2.95	8.46	2.29	-0.08	0.287	-4.01	-0.16
220	정진기	SK	17	0.188	0.214	5.9	11.8	0.50	0.000	-	0.423	0.77	1.60	0.14	3.06	0.01	0.206	-1.86	-0.16
221	나지완	KIA	153	0.186	0.205	12.4	24.2	0.51	0.178	21.50	0.665	15.13	3.71	14.31	1.33	0.05	0.302	-3.70	-0.16
222	김재율	LG	9	0.111	0.111	0.0	0.0	-	0.000	-	0.222	0.11	0.37	-0.76	1.81	0.00	0.101	-1.82	-0.16
223	박한결	한화	11	0.182	0.286	0.0	36.4	0.00	0.000	-	0.364	0.00	0.00	-0.30	-2.09	-0.48	0.166	-1.59	-0.17
224	고명성	KT	18	0.125	0.222	11.1	38.9	0.29	0.000	-	0.347	0.42	0.76	-0.17	2.37	0.01	0.186	-2.28	-0.17
225	고장혁	KIA	32	0.226	0.304	0.0	25.0	0.00	0.064	-	0.540	1.74	1.81	1.56	6.96	-0.47	0.251	-2.21	-0.18
226	배성근	롯데	48	0.205	0.290	8.3	27.1	0.31	0.022	-	0.498	3.13	2.41	1.91	4.46	0.20	0.241	-3.74	-0.18
227	류승현	KIA	163	0.253	0.314	5.5	17.8	0.31	0.067	-	0.633	14.94	3.45	14.25	4.55	-0.35	0.295	-4.93	-0.19
228	박승규	삼성	23	0.190	0.286	8.7	30.4	0.29	0.000	-	0.451	1.10	1.65	0.58	5.19	-0.29	0.225	-2.13	-0.19
229	허일	롯데	162	0.255	0.308	7.4	17.3	0.43	0.047	149.00	0.617	14.95	3.57	13.40	3.85	-0.04	0.290	-5.67	-0.20
230	장승현	두산	46	0.171	0.241	6.5	28.3	0.23	0.049	-	0.459	2.59	2.00	0.94	3.48	0.01	0.220	-4.47	-0.21
231	신민재	LG	94	0.235	0.292	8.5	18.1	0.47	0.037	-	0.595	7.32	2.74	7.59	9.72	-1.97	0.288	-3.47	-0.22
232	김호재	삼성	33	0.219	0.280	3.0	21.2	0.14	0.031	-	0.492	1.50	1.50	0.88	1.70	-0.47	0.226	-3.01	-0.23
233	장운호	한화	12	0.100	0.111	8.3	8.3	1.00	0.000	-	0.282	0.15	0.37	-0.47	8.62	-0.48	0.152	-1.88	-0.23
234	백창수	한화	48	0.227	0.385	0.0	37.5	0.00	0.068	-	0.556	3.34	2.44	2.42	2.78	0.01	0.253	-3.23	-0.24
235	김민수	삼성	41	0.205	0.333	2.4	39.0	0.06	0.026	-	0.451	2.21	1.86	0.29	4.59	0.01	0.205	-4.53	-0.24
236	손주인	삼성	35	0.194	0.208	5.7	17.1	0.33	0.096	31.00	0.532	1.21	1.05	1.48	-1.61	-0.47	0.244	-2.64	-0.24
237	문규현	롯데	72	0.250	0.281	4.2	13.9	0.30	0.031	-	0.552	5.51	2.76	3.44	2.92	0.03	0.251	-5.03	-0.25
238	강승호	SK	42	0.154	0.211	4.8	42.9	0.11	0.154	19.50	0.503	2.17	1.67	0.96	2.21	0.01	0.222	-3.98	-0.25
239	김영환	KT	15	0.071	0.091	6.7	20.0	0.33	0.000	-	0.204	0.08	0.15	-1.13	0.68	0.00	0.112	-2.89	-0.25
240	정훈	롯데	222	0.226	0.289	10.8	21.2	0.51	0.063	95.00	0.613	19.14	3.27	19.25	4.63	-0.61	0.294	-6.88	-0.26
241	김창평	SK	53	0.178	0.235	7.6	20.8	0.36	0.044	-	0.482	2.91	1.92	1.83	2.46	0.02	0.236	-4.41	-0.26
242	이진영	KIA	15	0.133	0.182	0.0	26.7	0.00	0.000	-	0.266	0.27	0.56	-0.99	4.31	0.00	0.122	-2.76	-0.26
243	신용수	롯데	20	0.100	0.067	0.0	20.0	0.00	0.150	20.00	0.350	0.50	0.75	-0.93	16.81	0.00	0.144	-3.28	-0.26
244	박승욱	SK	15	0.077	0.000	13.3	33.3	0.40	0.231	13.00	0.508	0.90	2.02	0.48	6.81	0.00	0.233	-1.28	-0.26
245	배영섭	SK	80	0.225	0.281	7.5	18.8	0.40	0.014	-	0.539	6.27	3.02	4.74	4.41	0.40	0.263	-4.68	-0.27
246	문상철	KT	68	0.200	0.294	5.9	38.2	0.15	0.117	30.00	0.582	5.75	3.04	4.11	4.62	0.39	0.265	-3.89	-0.27
247	허정협	Hero	77	0.235	0.320	9.1	24.7	0.37	0.015	-	0.562	5.93	2.96	5.24	1.68	0.03	0.273	-3.82	-0.28
248	김준태	롯데	104	0.159	0.215	11.5	22.1	0.52	0.034	-	0.468	5.63	1.97	3.98	3.28	0.04	0.240	-8.26	-0.28
249	김대한	두산	18	0.000	0.000	16.7	50.0	0.33	0.000	-	0.167	0.13	0.23	-1.11	8.48	0.00	0.127	-3.23	-0.28
250	박승욱	KT	230	0.243	0.301	5.2	19.6	0.27	0.081	105.00	0.614	19.71	3.11	18.03	6.12	0.34	0.285	-9.04	-0.29
251	김경호	두산	27	0.192	0.263	0.0	25.9	0.00	0.039	-	0.423	1.21	1.48	-0.21	5.81	0.01	0.188	-3.38	-0.29
252	백승민	삼성	45	0.238	0.313	4.4	24.4	0.18	0.024	-	0.529	2.73	2.11	1.89	0.90	0.02	0.244	-3.41	-0.30
253	이성곤	삼성	28	0.179	0.227	0.0	21.4	0.00	0.107	-	0.465	1.43	1.68	0.02	2.81	0.00	0.197	-3.27	-0.31
254	최경모	SK	16	0.063	0.071	0.0	12.5	0.00	0.062	-	0.188	0.13	0.23	-1.69	-	0.00	0.077	-3.58	-0.31
255	김문호	롯데	109	0.243	0.338	3.7	27.5	0.13	0.068	-	0.580	9.07	3.02	6.16	3.67	0.40	0.260	-6.67	-0.32
256	백승현	LG	30	0.167	0.250	0.0	33.3	0.00	0.033	-	0.367	0.87	0.90	-0.89	2.53	0.19	0.163	-4.42	-0.32
257	이성우	LG	74	0.156	0.189	5.4	14.9	0.36	0.047	-	0.442	3.32	1.52	1.42	1.21	0.02	0.218	-7.29	-0.32
258	정보근	롯데	35	0.125	0.182	5.7	28.6	0.20	0.000	-	0.325	0.68	0.61	-0.81	1.18	0.01	0.170	-4.93	-0.32
259	정주현	LG	425	0.231	0.299	7.3	21.4	0.34	0.078	188.00	0.600	34.08	2.86	30.74	5.43	-0.17	0.278	-19.28	-0.37
260	안중열	롯데	145	0.191	0.255	4.1	27.6	0.15	0.103	68.00	0.530	9.11	2.16	5.79	3.81	-0.44	0.242	-11.28	-0.37
261	배정대	KT	84	0.203	0.294	8.3	27.4	0.30	0.054	-	0.537	5.00	2.08	4.52	4.36	-0.93	0.257	-5.37	-0.39
262	김진형	NC	23	0.150	0.167	0.0	17.4	0.00	0.050	-	0.336	0.53	0.68	-1.17	2.65	0.00	0.139	-3.88	-0.39
263	정상호	LG	24	0.083	0.154	0.0	45.8	0.00	0.042	-	0.208	-0.13	-0.14	-2.28	-4.92	0.00	0.089	-5.10	-0.40
264	박준태	KIA	47	0.171	0.250	8.5	31.9	0.27	0.073	-	0.478	2.51	1.78	1.03	7.68	-0.29	0.221	-4.50	-0.41
265	유장혁	한화	61	0.164	0.211	8.2	27.9	0.29	0.072	55.00	0.466	3.82	2.19	1.25	7.39	0.57	0.220	-5.92	-0.41
266	정현	SK	34	0.071	0.133	14.7	41.2	0.36	0.000	-	0.277	0.83	0.80	-0.93	5.55	-0.29	0.166	-4.93	-0.41
267	김인환	한화	46	0.214	0.257	4.4	19.6	0.22	0.024	-	0.477	2.89	2.23	0.91	2.27	0.01	0.219	-4.51	-0.42
268	백동훈	두산	52	0.170	0.258	7.7	30.8	0.25	0.043	-	0.463	2.61	1.76	1.38	6.10	-0.46	0.226	-4.74	-0.42
269	정진호	두산	110	0.208	0.268	10.0	21.8	0.46	0.032	96.00	0.530	7.37	2.40	6.07	4.64	0.00	0.259	-6.87	-0.44
270	이해창	KT	43	0.125	0.172	4.6	25.6	0.18	0.000	-	0.311	1.08	0.83	-1.40	1.81	0.01	0.160	-6.46	-0.44
271	김성훈	삼성	88	0.182	0.200	8.0	12.5	0.64	0.078	77.00	0.510	5.31	2.05	3.58	8.67	-0.68	0.242	-6.78	-0.45
272	안상현	SK	108	0.235	0.320	3.7	25.9	0.14	0.030	-	0.527	6.71	2.11	4.38	5.14	-0.12	0.242	-8.33	-0.46
273	오선우	KIA	57	0.151	0.241	5.3	40.4	0.13	0.113	53.00	0.475	3.17	1.90	1.26	7.48	0.01	0.221	-5.45	-0.46
274	이상호	NC	256	0.278	0.302	3.5	8.6	0.41	0.030	-	0.614	20.11	2.77	19.46	3.81	-1.13	0.282	-10.67	-0.48
275	안승한	KT	47	0.136	0.194	2.1	27.7	0.08	0.023	-	0.333	1.20	0.81	-1.53	3.86	0.01	0.160	-7.07	-0.48
276	구본혁	LG	95	0.176	0.206	6.3	17.9	0.35	0.048	85.00	0.469	5.43	2.01	2.45	5.68	-0.08	0.226	-8.73	-0.52
277	김용의	LG	210	0.218	0.275	11.4	18.1	0.63	0.061	-	0.595	18.44	3.34	16.90	8.57	0.11	0.287	-7.82	-0.53
278	오재원	두산	204	0.164	0.210	12.2	24.5	0.50	0.107	59.00	0.538	14.09	2.45	11.12	6.23	0.20	0.258	-12.89	-0.55
279	오정환	KIA	29	0.143	0.250	0.0	41.4	0.00	0.000	-	0.286	0.16	0.15	-1.70	10.95	-0.96	0.130	-5.11	-0.55
280	송성문	Hero	335	0.227	0.262	5.7	15.8	0.36	0.101	102.67	0.597	27.05	2.88	22.16	5.31	-0.01	0.271	-17.27	-0.56
281	이우성	KIA	87	0.175	0.200	5.8	25.3	0.23	0.125	26.67	0.541	5.64	2.24	4.03	1.79	0.03	0.249	-6.20	-0.60
282	양종민	LG	49	0.136	0.200	4.1	30.6	0.13	0.046	-	0.352	1.06	0.65	-1.47	-1.70	0.01	0.163	-7.24	-0.61
283	한동희	롯데	207	0.203	0.277	8.7	27.5	0.32	0.080	93.50	0.554	15.29	2.68	11.27	2.51	0.25	0.258	-13.09	-0.68
284	허도환	SK	93	0.127	0.145	5.4	19.4	0.28	0.076	79.00	0.405	3.28	1.12	-0.17	1.27	-0.46	0.194	-11.11	-0.68
285	나주환	SK	245	0.222	0.278	4.9	22.0	0.22	0.080	75.00	0.572	17.50	2.51	14.27	1.93	-0.70	0.262	-14.57	-0.76
286	조홍석	롯데	65	0.117	0.149	6.2	21.5	0.29	0.066	-	0.352	2.06	1.01	-1.62	8.05	0.20	0.168	-9.27	-0.80
287	전병우	롯데	55	0.098	0.172	5.4	40.0	0.14	0.020	-	0.266	1.06	0.61	-3.10	3.06	0.01	0.133	-9.58	-0.90
288	윤석민	KT	178	0.231	0.255	3.9	13.5	0.29	0.059	84.50	0.548	12.34	2.45	8.29	0.92	0.06	0.249	-12.66	-0.92
289	윤진호	LG	62	0.102	0.111	1.6	21.0	0.08	0.084	59.00	0.303	1.24	0.60	-3.53	8.06	-0.29	0.132	-10.82	-0.92
290	김동엽	삼성	211	0.215	0.250	5.7	22.3	0.26	0.123	32.50	0.603	18.10	3.09	14.25	3.96	-0.05	0.273	-10.58	-0.93
291	오윤석	롯데	228	0.222	0.272	8.8	18.9	0.46	0.025	198.00	0.542	16.22	2.64	12.76	2.44	0.09	0.260	-14.07	-0.94
292	최원준	KIA	255	0.198	0.249	6.3	20.0	0.31	0.086	232.00	0.545	17.55	2.41	13.21	7.39	-0.38	0.255	-16.80	-0.95
293	양성우	한화	129	0.168	0.211	7.0	21.7	0.32	0.050	119.00	0.445	6.15	1.63	1.77	3.57	0.22	0.212	-13.41	-1.14
294	노시환	한화	192	0.186	0.305	5.7	37.5	0.15	0.074	177.00	0.501	11.04	1.97	6.26	4.87	-0.54	0.233	-16.33	-1.29
295	나종덕	롯데	209	0.124	0.208	4.3	42.1	0.10	0.071	61.67	0.383	7.13	1.09	-2.46	1.64	0.05	0.183	-27.06	-1.61
296	김태근	두산	0	-	-	-	-	-	-	-	-	-	-	-	-	-0.78	-	-	-
297	전민재	두산	0	-	-	-	-	-	-	-	-	-	-	-	-	0.00	-	-	-
298	김승회	두산	0	-	-	-	-	-	-	-	-	-	-	-	-	0.00	-	-	-
299	양원혁	LG	0	-	-	-	-	-	-	-	-	-	-	-	-	0.00	-	-	-
300	이승진	SK	0	-	-	-	-	-	-	-	-	-	-	-	-	0.00	-	-	-
301	박시영(타	롯데	0	-	-	-	-	-	-	-	-	-	-	-	-	0.00	-	-	-